,Unnamed: 0,FRONT END ASSEMBLY,PREWINDERS,Unnamed: 1,Unnamed: 2,SPACERS,Unnamed: 3
0,Nominal,P/N for P/N for,P/N for P/N for,nan,nan,nan,nan
1,Thread,Bulk Inserts  Strip Feed,Bulk Strip Feed,nan,nan,nan,nan
2,Size,(2 dia. max.) Inserts,Inserts Inserts,MANDRELS,1 Dia.,1-1/2 Dia.,2 Dia.
